Source,Category,Headline,Link,Description,Date,Author
Lusaka Voice,Justice,High-speed chase kills 2 kids,https://lusakavoice.com/2013/06/30/high-speed-chase-kills-2-kids/,"ss=&#8221;f&#8221;>Zambia Daily Mail by Online Editor on 6/29/13 By MUNIDE ZULU TWO children of the same family died on the spot while their mother is fighting for her life in a high-speed chase after her husband. According to police, Mrs Makhosazana Dlamini Haanzala was chasing after her husband who she suspected was with another woman.","Sun, 30 Jun 2013 09:56:13 +0000",Daily Mail
Lusaka Voice,LIFE STYLE,RTSA buys on-spot fitness test equipment,https://lusakavoice.com/2013/06/29/rtsa-buys-on-spot-fitness-test-equipment/,mes of Zambia by mitia on 6/28/13 By CHATULA KAMPO &#8211; THE Road Transport and Safety Agency (RTSA) has introduced mobile vehicle testing equipment procured at a cost of KR9 million to detect the fitness of vehicles on the road. Education and publicity manager Mukela Mangolwa confirmed the development in an interview at the ongoing,"Sat, 29 Jun 2013 00:21:58 +0000",Times of Zambia
Lusaka Voice,Justice,"Man 27, pleads guilty to stealing a firearm",https://lusakavoice.com/2013/06/28/man-27-pleads-guilty-to-stealing-a-firearm/,"&#160; Man 27, pleads guilty to stealing a firearm &#160; Kapiri Mposhi, June 28, ZANIS &#8211; a 27-year-old man of Kapiri Mposhi has pleaded guilty to stealing a firearm and 26 rounds of ammunition on a moving vehicle. &#160; And a small scale farmer of Kapiri Mposhi is appearing in the Magistrates court for allegedly","Fri, 28 Jun 2013 07:52:29 +0000",Assistant Editor
Lusaka Voice,Justice,Man nabbed for killing wife,https://lusakavoice.com/2013/06/28/man-nabbed-for-killing-wife/,"by mitia on 6/27/13 By MAYA NTANDA &#8211; A THIRTY-SEVEN-year-old man has been arrested for allegedly murdering his 50-year-old wife after a drinking spree. Dickson Jopela of Lima Farm, Misaka B5 in Kamfinsa area is alleged to have murdered Justina Mukolo on Wednesday. Copperbelt police commissioner Mary Tembo confirmed the incident and explained that Jopela","Thu, 27 Jun 2013 21:00:25 +0000",Times of Zambia
Lusaka Voice,HEALTH,Govt. decentralizes drug distribution,https://lusakavoice.com/2013/06/27/govt-decentralizes-drug-distribution/,"Govt. decentralizes drug distribution &#160; Choma, June 27, 2013, ZANIS &#8211; THE Patriotic Front (PF) Government has started implementing its policy of decentralizing the functions of the Medical Stores Limited so as to ease distribution of drugs to rural districts. &#160; This development called &#8220;cross-docking&#8221; will ensure effective delivery of health services to the people.","Thu, 27 Jun 2013 13:43:49 +0000",Assistant Editor
Lusaka Voice,SPORT,Cosafa Cup Zambia 2013 Timetable,https://lusakavoice.com/2013/06/25/cosafa-cup-zambia-2013/,"The Cosafa Cup, Southern Africa’s showpiece regional championship, returns after an absence of three years, with Zimbabwe looking to defend the title they won on home soil in 2009. The tournament starts on July 6, with the final to be played on July 20 in Lusaka. &#160; Cosafa Cup Zambia 2013 Group A Group B","Tue, 25 Jun 2013 13:36:56 +0000",Online Editor
Lusaka Voice,BUSINESS,Zambia Railways set to become high profit earner,https://lusakavoice.com/2013/06/25/zambia-railways-set-to-become-high-profit-earner/,y-mail.co.zm&#8221; class=&#8221;f&#8221;>Zambia Daily Mail by Online Editor on 6/24/13 By ENOCK MUKOSHA THE Zambia Railways Limited (ZRL) network that we know today was built during the  British rule. The purpose was to access the vast mineral deposits of Central Africa. The company that started the now ZRL was called Rhodesian Railways which linked Northern Rhodesia,"Tue, 25 Jun 2013 05:04:50 +0000",Daily Mail
Lusaka Voice,SPORT,Coach Kataya banned for life,https://lusakavoice.com/2013/06/25/coach-kataya-banned-for-life/,&#8220;>Zambia Daily Mail by Online Editor on 6/24/13 By HONE SIAME THE Zambia Amateur Boxing Federation (ZABF) has banned for life former national team coach Elias Kataya and Chiwempala Boxing Club executive committee member Duncan Ntemena for allegedly perpetrating anarchy. But Kataya said he does not recognise the ban. The Copperbelt Amateur Boxing Association (CABA),"Tue, 25 Jun 2013 05:04:32 +0000",Daily Mail
Lusaka Voice,MAIN NEWS,2 Zambeef trucks impounded,https://lusakavoice.com/2013/06/24/2-zambeef-trucks-impounded/,"Zambia Revenue Authority (ZRA) at Katima Mulilo border has impounded two Zambeef trucks carrying meat products imported from Ireland. Sesheke District Commissioner Given Muleya, who confirmed this, said the meat products were imported from Ireland through the port of Walvis Bay in  Namibia into Zambia’s Western Province. Mr Muleya said the trucks were impounded on","Mon, 24 Jun 2013 08:44:32 +0000",Online Editor
Lusaka Voice,MAIN NEWS,Zambeef products ‘shunned’,https://lusakavoice.com/2013/06/24/zambeef-products-shunned/,"s of Zambia by mitia on 6/23/13 By CHUSA SICHONE  &#8211; ZAMBEEF Products Plc’s butcheries yesterday recorded a slump in business following revelations that the company has been importing beef products containing aromatic aldehydes. A check by the Sunday Times at the company’s outlets on Freedom way- Mumbwa Road junction, Kanyama’s Los Angeles Road and","Mon, 24 Jun 2013 05:26:16 +0000",Times of Zambia
Lusaka Voice,Justice,Nkana title surge continues,https://lusakavoice.com/2013/06/23/nkana-title-surge-continues/,">Zambia Daily Mail by Online Editor on 6/22/13 CHISHALA MUSONDA and HONE SIAME report: NKANA have continued their surge for a 12th FAZ league title with a comprehensive 4-2 win over Konkola Blades yesterday but Zesco United are hot on their heels after they, too, registered a thorough 4-0 thrashing of struggling Lime Hotspur. Nchanga","Sat, 22 Jun 2013 22:45:13 +0000",Daily Mail
Lusaka Voice,GENERAL NEWS,Zamrock rediscovered internationally,https://lusakavoice.com/2013/06/23/zamrock-rediscovered-internationally/,"&#8221; class=&#8221;f&#8221;>Zambia Daily Mail by Online Editor on 6/22/13 RIKKI Ililonga (middle holding guitar), Jagari Chanda (seated) with Karl Hector and the Malcouns in France. By AUSTIN KALUBA TO MANY young Zambian musicians and music lovers, Zamrock is probably a word they have never heard despite the fact that it is the genre that nearly","Sat, 22 Jun 2013 22:44:56 +0000",Daily Mail
Lusaka Voice,Justice,"Mazhandu accident, 52 injured",https://lusakavoice.com/2013/06/23/mazhandu-accident-52-injured/,class=&#8221;f&#8221;>Zambia Daily Mail by Online Editor on 6/22/13 By KAPALA CHISUNKA FIFTY-TWO people sustained injuries when a Lusaka-bound Mazhandu Marcopolo bus registration number ABP 2165 they were travelling in overturned after being partially hit by a Toyota Corolla registration number ABX 1729. The accident happened in the early hours of yesterday between 02:00hours and 02:30,"Sat, 22 Jun 2013 22:44:15 +0000",Daily Mail
Lusaka Voice,SPORT,Spread matches,https://lusakavoice.com/2013/06/23/spread-matches/,"Mail by Online Editor on 6/22/13 OBSERVATION with STEPHEN PHIRI SOME three weeks ago, a soccer fan called me asking why the Football Association of Zambia (FAZ) decided to stage two big matches on the same day in Lusaka. I declined to comment and referred his query to the FAZ secretariat. He wondered why FAZ","Sat, 22 Jun 2013 22:43:45 +0000",Daily Mail
Lusaka Voice,LIFE STYLE,More ‘beef’ on Zambeef,https://lusakavoice.com/2013/06/23/more-beef-on-zambeef/,".zm&#8221; class=&#8221;f&#8221;>Zambia Daily Mail by Online Editor on 6/22/13 CAUCUS: ZAMBEEF chief executive officer Francis Grogan (right), executive director, Yusuf Koya (centre) and Board director, Lawrence Sikutwa after addressing Media houses at the Headquarters in Lusaka’s light Industrial area on Friday. – Picture by COLLINS PHIRI. …as it’s accused of contaminating evidence By NOMSA NKANA","Sat, 22 Jun 2013 22:43:29 +0000",Daily Mail
Lusaka Voice,SPORT,Mining companies cooperation towards COSAFA  challenge Cup overwhelm govt,https://lusakavoice.com/2013/06/22/zanis-sports-copy-mining-companies-cooperation-towards-cosafa-challenge-cup-overwhelm-govt/,Government says it is overwhelmed with the response by  most  mining companies  in   North-western province  for their positive response towards  the  country’s hosting the Council of Southern Africa Football Association (COSAFA) challenge cup. &#160; And  MTN Zambia and Kitwe-based mining concern Mopani Copper Mines unveiled as national sponsors for July’s Cosafa Cup in Zambia. Youth and,"Sat, 22 Jun 2013 12:57:05 +0000",Assistant Editor
Lusaka Voice,SPORT,FAZ/MTN Super league resumes action,https://lusakavoice.com/2013/06/21/fazmtn-super-league-resumes-action/,"After two weeks of recess, the Football Association of Zambia FAZ/MTN Super league this weekend resumes action with explosive week twelve encounters. The FAZ/MTN league was on recess following the senior national team&#8217;s engagements in the two world cup qualifiers against Lesotho and Sudan. ZANIS Sports reports that newly appointed Power Dynamos Coach Tenant Chilumba","Fri, 21 Jun 2013 14:00:23 +0000",Assistant Editor
Lusaka Voice,GENERAL NEWS,PACRA opens regional office in Kasama,https://lusakavoice.com/2013/06/20/pacra-opens-regional-office-in-kasama/,"The Patents and Companies Registration Agency (PACRA) yesterday launched its northern regional office in Kasama as part of its decentralisation programme which is aimed at taking services closer to the people. &#160; Minister of Commerce, Trade and Industry, Emmanuel Chenda officially launched the programme while his Permanent Secretary (PS) Stephen Mwansa, Northern Province PS Hlobotha","Thu, 20 Jun 2013 09:47:36 +0000",Assistant Editor
Lusaka Voice,SPORT,"MTN pumps $170,000 in COSAFA Cup",https://lusakavoice.com/2013/06/20/mtn-pumps-170000-in-cosafa-cup/,"s=&#8221;f&#8221;>Zambia Daily Mail by Online Editor on 6/19/13 By DIANA MUTAKAFIMBO MTN Zambia has pumped US$170, 000 (about KR935, 000) towards the hosting of the 2013 Council of Southern Africa Football Association (COSAFA) Castle Senior Challenge Cup, which Zambia will host starting on July 6. The mobile telecommunications company has become the platinum sponsor for","Thu, 20 Jun 2013 02:07:20 +0000",Daily Mail
Lusaka Voice,GENERAL NEWS,Govt. disburses KR54 million for council workers’ salaries,https://lusakavoice.com/2013/06/19/govt-disburses-kr54-million-for-council-workers-salaries/,"Govt. disburses KR54 million for council workers&#8217; salaries Lusaka, June 19, ZANIS&#8212;Government has released KR54 million to local authorities in order for them to pay officers in Divisions I, II and III salaries for April and May 2013. Ministry of Local and Government Housing (MLGH) Acting Permanent Secretary Muhau Wina has disclosed this to ZANIS","Wed, 19 Jun 2013 14:48:21 +0000",Assistant Editor
Lusaka Voice,GENERAL NEWS,Investrust sues RB,https://lusakavoice.com/2013/06/19/investrust-sues-rb/,"itia on 6/18/13 By ETAMBUYU SANG’ANDU &#8211; INVESTRUST Bank Plc has sued former President Rupiah Banda for alleged failure to settle an overdraft and interest on a mortgage of more than KR2 million. The bank has also dragged to court Allen West Zambia Limited, Mr Banda’s fugitive son, Henry and Chiparamba Enterprises as respondents in","Tue, 18 Jun 2013 20:37:49 +0000",Times of Zambia
Lusaka Voice,Justice,HRC condemns Sunday school teacher,https://lusakavoice.com/2013/06/18/hrc-condemns-sunday-school-teacher/,The Human Rights Commission (HRC) has strongly condemned the Kitwe Sunday School teacher who allegedly defiled a three year old girl. HRC spokesperson Samuel Kasankha told ZANIS in an interview in Lusaka today that the act exhibited by the man was inhuman. Mr. Kasankha has since called on the law enforcement agencies to decisively deal,"Tue, 18 Jun 2013 13:23:01 +0000",Assistant Editor
Lusaka Voice,Justice,Church beats worshipper over defilement,https://lusakavoice.com/2013/06/18/church-beats-worshipper-over-defilement/,#ERROR!,"Mon, 17 Jun 2013 21:01:15 +0000",Daily Mail
Lusaka Voice,SPORT,‘Powerhouse’ trounce hapless Prisons,https://lusakavoice.com/2013/06/17/powerhouse-trounce-hapless-prisons/,href=&#8221;http://www.daily-mail.co.zm&#8221; class=&#8221;f&#8221;>Zambia Daily Mail by Online Editor on 6/16/13 By HONE LIWANGA LUSAKA 45 PRISONS 3 ‘POWERHOUSE’ Lusaka on Saturday closed in on leaders and reigning champions ‘Men at Work’ Diggers when they trounced Prisons in the Buildcon National Rugby League (NRL) Week 10 match in Lusaka. Lusaka posted seven tries and one conversion to,"Sun, 16 Jun 2013 23:57:22 +0000",Daily Mail
Lusaka Voice,Justice,Trade Fair exhibitors assured of good show,https://lusakavoice.com/2013/06/16/trade-fair-exhibitors-assured-of-good-show/,"Trade Fair exhibitors assured of good show Ndola, June 16, ZANIS &#8212;&#8212;-Trade Fair Chairperson Emmanuel Hachipuka has assured exhibitors at this year&#8217;s show that there will be a lot of improvements compared to previous shows. And the local participating exhibitors have raised a number of concerns which included security, good sanitation, power outrages and vending","Sun, 16 Jun 2013 09:44:12 +0000",Assistant Editor
Lusaka Voice,SPORT,Starving boxers reach semis-finals,https://lusakavoice.com/2013/06/15/starving-boxers-reach-semis-finals/,"Zambia by mitia on 6/15/13 By SHAMAOMA MUSONDA &#8211; TWO Zambian boxers have made it to the semi-finals of the ongoing Africa Zone Six boxing championships in Botswana, but all is not well in camp as the boxers are said to be starving. Of the five boxers, Mbachi Kaonga and Obed Mutapa have sailed through","Sat, 15 Jun 2013 13:48:46 +0000",Times of Zambia
Lusaka Voice,GENERAL NEWS,Hotspurs coach escapes death,https://lusakavoice.com/2013/06/14/hotspurs-coach-escapes-death/,"a by mitia on 6/14/13 By KALUMIANA KALUMIANA &#8211; PROMOTED MTN/FAZ Super Division side, Lime Hotspurs coach, Levy Chabala escaped death on Wednesday night after his vehicle was hit by a train in Kitwe. The accident occurred around 18:45 on the Kitwe-Kalulushi Road railway crossing located at the T-junction with Chibuluma Road. Chabala said in an interview that he","Fri, 14 Jun 2013 12:39:59 +0000",Times of Zambia
Lusaka Voice,MAIN NEWS,Suspected PF cadres attack Fr Bwalya,https://lusakavoice.com/2013/06/13/suspected-pf-cadres-attack-fr-bwalya/,ALLIANCE for a Better Zambia (ABZ) president Frank Bwalya and his younger brother Oswald Banda were yesterday attacked by youths shortly before the controversial cleric featured on a live discussion programme on Flava FM Radio in Kitwe. The youths also poured opaque beer on Father Bwalya and attempted to abduct Mr Banda but fled the,"Thu, 13 Jun 2013 03:36:19 +0000",Online Editor
Lusaka Voice,TOURISM,Livingstone roads upgrading appreciated with reservations,https://lusakavoice.com/2013/06/11/livingstone-roads-upgrading-appreciated-with-reservations/,"&#8212;Livingstone residents have welcomed the upgrading of major roads in the city with reservations. A snap survey by ZANIS in various residents of the Tourist capital revealed appreciation of residents who have since commended government&#8217;s move to improve the road infrastructure in the city while, at the same time not happy with the quality of","Tue, 11 Jun 2013 18:00:31 +0000",Assistant Editor
Lusaka Voice,SPORT,10-man Arrows snatch draw,https://lusakavoice.com/2013/06/11/10-man-arrows-snatch-draw/,a> by mitia on 6/10/13 By MOSES CHIMFWEMBE  &#8211; At Dola Hill Forest 2 Arrows 2 STANLEY Nshimbi scored an 82nd minute equaliser to help 10-man Red Arrows snatch a vital draw off struggling and bottom placed Forest Rangers in an exciting MTN-FAZ Premier League Week 10 rescheduled match that saw Bruce Musakanya sent off.,"Mon, 10 Jun 2013 15:44:08 +0000",Times of Zambia
Lusaka Voice,MAIN NEWS,Chipolopolo Victory Celebrations leave two dead in Chimwemwe,https://lusakavoice.com/2013/06/10/chipolopolo-victory-celebrations-leave-two-dead-in-chimwemwe/,"ENRAGED residents in Kitwe on Saturday, in what has now become a norm, set ablaze a Toyota Corolla after it ploughed through a group of pedestrians instantly killing two of them including an eight-year-old girl. The accident happened in Chimwemwe Township in the aftermath of the Zambia soccer team victory against Lesotho as people took","Mon, 10 Jun 2013 13:54:26 +0000",Online Editor
Lusaka Voice,MAIN NEWS,Irate congregation accuses Father Luonde of funding Father Bwalya,https://lusakavoice.com/2013/06/10/irate-congregation-accuses-father-luonde-of-funding-father-bwalya/,"IRATE congregants at St Peters’ Anglican Church in Kitwe yesterday locked the church, accusing their priest, Father Richard Luonde of using church funds to finance priest-cum-politician  Frank Bwalya’s political activities. The Sunday service was blocked at the church in Chimwemwe Township prompting some members to quickly call in police officers to forestall violence. Some members","Mon, 10 Jun 2013 13:46:46 +0000",Online Editor
Lusaka Voice,SPORT,"John Kaunda: Rangers’ legend, turf inspector",https://lusakavoice.com/2013/06/08/john-kaunda-rangers-legend-turf-inspector/,&#8220;>via Zambia Daily Mail by Online Editor on 6/7/13 KAUNDA leading ball boys to the pitch during an international game at Nchanga Stadium in Chingola. STARS OF YESTERYEAR with BENEDICT TEMBO HE burst into the Nchanga Rangers dressing room at Lusaka’s Woodlands Stadium last Saturday at the end of their match against Napsa Stars and,"Fri, 07 Jun 2013 22:10:55 +0000",Daily Mail
Lusaka Voice,SPORT,Struggling Diggers face Mufulira,https://lusakavoice.com/2013/06/08/struggling-diggers-face-mufulira/,"aily-mail.co.zm&#8221; class=&#8221;f&#8221;>Zambia Daily Mail by Online Editor on 6/7/13 By HONE LIWANGA ‘MEN AT WORK’ Diggers’ should put behind their disappointing performance in last Saturday’s Mufulira Sevens Rugby Championship when they host Mufulira in the Buildcon National Rugby League (NRL) Week Nine match at Nkana West Rugby Field in Kitwe. Diggers, who crashed out of","Fri, 07 Jun 2013 21:49:43 +0000",Daily Mail
Lusaka Voice,GENERAL NEWS,Mulemena legacy continues,https://lusakavoice.com/2013/06/07/mulemena-legacy-continues/,"&#8220;>via Zambia Daily Mail by Online Editor on 6/6/13 HIS uncle was the illustrious Emmanuel Mulemena, whose social commentary folk songs made a huge impact on the Zambian music arena decades ago before his death in 1980. Later in the years, Dickson Mponda, Mulemena’s cousin, was to revive the Mulemena legacy with some sizzling thought-provoking","Fri, 07 Jun 2013 13:05:38 +0000",Daily Mail
Lusaka Voice,GENERAL NEWS,"2,000 KCM jobs stay",https://lusakavoice.com/2013/06/06/2000-kcm-jobs-stay/,"Zambia Daily Mail by Online Editor on 6/5/13 … no one gets fired as KCM shelves job cut plans By JERRY MUNTHALI KONKOLA Copper Mines (KCM) has shelved plans to lay off 2,000 workers, which was intended to be a cost-saving measure for the mining giant. The plan to lay off the workers was roundly","Thu, 06 Jun 2013 02:21:22 +0000",Daily Mail
Lusaka Voice,BUSINESS,Manufacturers challenged to venture into copper processing,https://lusakavoice.com/2013/06/06/manufacturers-challenged-to-venture-into-copper-processing/,"The Zambia Chamber of Mines has challenged manufacturing companies in the country to venture into copper processing to enable the country export finished copper products to increase the value of  copper exports and promote job creation locally. Speaking in an interview with ZANIS in Kitwe, Chamber of Mines chairman, Fred Bantuboonse, said mining companies were","Thu, 06 Jun 2013 04:03:40 +0000",Online Editor
Lusaka Voice,GENERAL NEWS,NAPSA to build more housing units,https://lusakavoice.com/2013/06/05/napsa-to-build-more-housing-units/,"Zambia Daily Mail by Online Editor on 6/5/13 &#160; By NKWETO MFULA THE National Pensions Scheme Authority (NAPSA) board has approved the budget for the construction of housing units in three districts in the country. The company has completed its earlier projects of 438 housing units in Kalulushi with water and electricity being connected, while","Wed, 05 Jun 2013 11:56:18 +0000",Daily Mail
Lusaka Voice,POLITICS,Millet’s products good substitute to imports – Scott,https://lusakavoice.com/2013/06/01/millets-products-good-substitute-to-imports-scott/,"Millet&#8217;s products good substitute to imports &#8211; Scott &#160; Kitwe, June, ZANIS &#8212;&#8212;Vice President Guy Scott says millet has got the potential to contribute to the country&#8217;s Gross Domestic Product (GDP) if fully maximised. &#160; Dr Scott says companies such as Zambia Breweries (ZB) should identify and find their own local market where to purchase","Sat, 01 Jun 2013 09:20:56 +0000",Assistant Editor
Lusaka Voice,GENERAL NEWS,#NAME?,https://lusakavoice.com/2013/05/31/president-sata-receives-kudos/,"President Sata receives kudos Kawambwa, May 31, 2013,ZANIS &#8211; Kawambwa Central Junior Secondary School has praised President Sata and his government for upgrading the institution from primary to its current level. School Head Teacher Frank Kapila praised the President when Education deputy minister David Mabumba visited the school to check on infrastructure and possible room","Fri, 31 May 2013 13:07:37 +0000",Assistant Editor
Lusaka Voice,GENERAL NEWS,Lufwanyama DC bemoans the state of his district,https://lusakavoice.com/2013/05/31/lufwanyama-dc-bemoans-the-state-of-his-district/,"DESPITE being only 65 miles (105 km), by road, southwest of the most urban and industrialised part of the country, the mining cities of the Copperbelt, Lufwanyama is underdeveloped and lacks infrastructure such as electricity, all-weather roads and hospitals. Zambia National Commercial Bank, the largest financial services provider in the country, by assets, maintains a branch in the","Fri, 31 May 2013 09:39:27 +0000",Assistant Editor
Lusaka Voice,Justice,Bandits snatch vehicle from Kitwe taxi driver,https://lusakavoice.com/2013/05/30/bandits-snatch-vehicle-from-kitwe-taxi-driver/,"om: 0.5em&#8221;>via Zambia Daily Mail by Online Editor on 5/30/13 By JERRY MUNTHALI TWO bandits have stolen a vehicle from a 26-year-old taxi driver of Chimwemwe in Kitwe, Copperbelt commissioner of police Mary Tembo confirmed yesterday. And police have arrested a 22-year-old taxi driver of Kankoyo in Mufulira for allegedly abducting and defiling a 14-year-old","Thu, 30 May 2013 11:19:23 +0000",Assistant Editor
Lusaka Voice,GENERAL NEWS,#NAME?,https://lusakavoice.com/2013/05/30/states-threatens-to-terminate-contract/,"States threatens to terminate contract Mongu, May 30, 2013, ZANIS&#8212;Government has warned that it will terminate the contract of a Kitwe based construction firm engaged to build the Muoyo water project in Nalolo district in western province. The project is expected to cost KR4.6 million and was launched by President Michael Sata last month in","Thu, 30 May 2013 08:43:40 +0000",Assistant Editor
Lusaka Voice,GENERAL NEWS,Kabompo DC disagrees with increase in bus fares,https://lusakavoice.com/2013/05/30/kabompo-dc-disagrees-with-increase-in-bus-fares/,"Kabompo District Commissioner, Dennis Kanyakula says there is no justification in the recent increase of bus fares by KR 30 from Kabompo to Solwezi. Mr Kanyakula told ZANIS in an interview in Kabompo  on May 29th that bus owners should not have hiked bus fares from Kabompo to Solwezi by as much as KR 30","Thu, 30 May 2013 04:00:17 +0000",Online Editor
Lusaka Voice,BUSINESS,"TAZARA moves 15,700 metric tonnes of Copper to Dar",https://lusakavoice.com/2013/05/30/tazara-moves-15700-metric-tonnes-of-copper-to-dar/,"The Tanzania Zambia Railways Authority (TAZARA) has transported more than 15,700 metric tonnes of Copper to the port of Dar-es-salaam in Tanzania on behalf of Konkola Copper Mines and Impala Warehousing and Logistics (Impala) since the beginning of April 2013. This is from what is known as seamless operations between Zambia Railways Limited and TAZARA","Thu, 30 May 2013 04:00:14 +0000",Online Editor
Lusaka Voice,GENERAL NEWS,Councils funded to settle outstanding salaries,https://lusakavoice.com/2013/05/30/councils-funded-to-settle-outstanding-salaries/,"Government has released KR42 million out of the KR58 million for the payment of salaries for council officers in division I, II and III for the months of April and May. &#160; Ministry of Local Government and Housing Permanent Secretary Chileshe Mulenga says the funds will be disbursed to 82 councils to enable them pay","Thu, 30 May 2013 04:00:11 +0000",Online Editor
Lusaka Voice,Justice,Body of an reported missing toddler retrieved from well,https://lusakavoice.com/2013/05/29/body-of-an-reported-missing-toddler-retrieved-from-well/,"Body of an reported missing toddler retrieved from well &#160; Kapiri Mposhi, May 29, ZANIS &#8212;&#8212;- The body of a two-year-old baby girl who is suspected to have been killed for purposes of ritual practices has been retrieved from a well in Sapato Village in Chief Mukonchi&#8217;s area in Kapiri Mposhi district. &#160; And police","Wed, 29 May 2013 17:47:43 +0000",Assistant Editor
Lusaka Voice,GENERAL NEWS,KCM workers blame management for not meeting targets,https://lusakavoice.com/2013/05/29/kcm-workers-blame-management-for-not-meeting-targets-2/,"MINERS from Konkola Copper Mines (KCM) in Chililabombwe, Chingola and Kitwe yesterday stormed the Mineworkers Union of Zambia (MUZ) head offices in Kitwe where they protested over the planned lay-off of 2, 000 workers by the mining giant. The over 50 miners clad in black attire and led by their branch officials from all the three unions, MUZ, National","Wed, 29 May 2013 15:15:40 +0000",Online Editor
Lusaka Voice,SPORT,Nakambala’s Mike Siazilo crowned Kumite champion,https://lusakavoice.com/2013/05/29/nakambalas-mike-siazilo-crowned-kumite-champion/,.times.co.zm&#8221; class=&#8221;f&#8221;>Times of Zambia by andrew Miti on 5/28/13 By Jim Fikoloma in Mazabuka  &#8211; MIKE Siazilo was at the weekend crowned Kumite senior division champion after winning the Zambia Sugar sponsored National Shotokan Karate tournament held at the Nakambala Community Hall. Siazilo of Nakambala Club defeated Jimmy Mubiana of Kitwe’s Power Academy in an,"Wed, 29 May 2013 02:04:08 +0000",Assistant Editor
Lusaka Voice,GENERAL NEWS,Rotary club of Kitwe donates 20 wheelchairs,https://lusakavoice.com/2013/05/28/rotary-club-of-kitwe-donates-20-wheelchairs/,"Rotary club of Kitwe donates 20 wheelchairs Mpongwe, May 27, 2013, ZANIS &#8211; THE Rotary club of Kitwe has donated 20 wheelchairs to people with disabilities in Chieftainess Lesa&#8217;s area of the Lamba people in Mpongwe at a cost of KR3000. Kitwe Rotary club President MICHEAL KAUZU said the club was honoured to help the","Tue, 28 May 2013 10:34:17 +0000",Assistant Editor
Lusaka Voice,SPORT,Chilulu Girls’ team to represent Zambia at Sweden’s Gothia cup,https://lusakavoice.com/2013/05/27/chilulu-girls-team-to-represent-zambia-at-swedens-gothia-cup/,"Chilulu Girls&#8217; team to represent Zambia at Sweden&#8217;s Gothia cup Lusaka, May 27th, ZANIS&#8212;Chilulu Girls Football Team of Lusaka is Zambia&#8217;s representative at this year&#8217;s Under-17 Gothia cup tournament which will be held in July in Sweden. The Chilulu Girls&#8217; football team qualified for the tournament in Sweden after beating Breakthrough of Lusaka by 4","Mon, 27 May 2013 14:39:13 +0000",Assistant Editor
Lusaka Voice,GENERAL NEWS,South African investors urged to employ local labour,https://lusakavoice.com/2013/05/27/south-african-investors-urged-to-employ-local-labour/,"South African investors urged to employ local labour Ndola, May 27, 2013, ZANIS &#8212;&#8212; South African Deputy Minister for Commerce, Trade and Industry Elizabeth Thabethe has urged South African Investors who are coming to invest in Zambia to employ Zambians instead of coming with their own people to work in those industries. Ms Thabethe said","Mon, 27 May 2013 14:16:20 +0000",Assistant Editor
Lusaka Voice,SPORT,"ZRU to raise $50,000",https://lusakavoice.com/2013/05/27/zru-to-raise-50000-2/,"div style=&#8221;margin-bottom:0.5em&#8221;>via Times of Zambia by andrew Miti on 5/26/13 By SHAMAOMA MUSONDA  and MOSES CHIMFWEMBE &#8211; THE Copperbelt Castle Sevens International Rugby tournament organising committee has pledged to raise a quarter of the US$200 000 (about KR1,1 million) budget for this year’s tournament set for September. And First Quantum Minerals (FQM) Bwana Mkubwa technical","Thu, 01 Jan 1970 00:00:00 +0000",Assistant Editor
Lusaka Voice,SPORT,"ZRU to raise $50,000",https://lusakavoice.com/2013/05/27/zru-to-raise-50000/,"ambia by andrew Miti on 5/26/13 By SHAMAOMA MUSONDA  and MOSES CHIMFWEMBE &#8211; THE Copperbelt Castle Sevens International Rugby tournament organising committee has pledged to raise a quarter of the US$200 000 (about KR1,1 million) budget for this year’s tournament set for September. And First Quantum Minerals (FQM) Bwana Mkubwa technical manager Andries Scott has","Sun, 26 May 2013 19:22:21 +0000",Assistant Editor
Lusaka Voice,MAIN NEWS,State to raise K2.3 trillion from subsidy removal,https://lusakavoice.com/2013/05/26/zanis-copy-subsidy-removal-state-to-raise-k2-3-trillion/,Government is expected to raise about K 2.3 trillion this year  from the removal of the subsidies on fuel and maize. The government will use the money that will be saved from the subsidy expenditure to improve infrastructure in the social sector. Chief government spokesperson Kennedy Sakeni disclosed this to journalists in Kitwe today after,"Sun, 26 May 2013 10:00:08 +0000",Assistant Editor
Lusaka Voice,BUSINESS,Zambian Breweries opens One million hectolitre plant in Ndola,https://lusakavoice.com/2013/05/26/zambian-breweries-opens-one-million-hectolitre-plant-in-ndola/,"REPUBLICAN Vice  president Guy Scott has commended Zambian Breweries Plc for showing confidence in the people of Zambia and the PF government for investing colossal sums of money into One million hectolitre plant project in Ndola. Zambian Breweries Plc has since officially opened its new One million hectolitre plant at its Ndola Brewery. Vice President, Guy","Sun, 26 May 2013 04:13:03 +0000",Online Editor
Lusaka Voice,SPORT,Zambia draws Tanzania in cricket clash,https://lusakavoice.com/2013/05/23/zambia-draws-tanzania-in-cricket-clash/,"Zambia Daily Mail by Online Editor on 5/23/13 By ELIZABETH CHATUVELA ZAMBIA will face neighbours Namibia and East Africa giants Tanzania in the 2014 International Cricket Council (ICC) World Cup under-19 qualifiers this weekend in Uganda. And Government through the National Sports Council of Zambia (NSCZ) has given Zambia Cricket Union (ZCU) KR25,000 to enable","Thu, 23 May 2013 19:12:35 +0000",Assistant Editor
